,hora,temperatura,Punto de rocio,Humedad,viento,nudos de viento,Rafaga,Presion,Precipitacion,Condicion,fecha
0,5:00 AM,54 °F,52 °F,94 %,VAR,1 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-05
1,6:00 AM,54 °F,48 °F,82 %,SSW,2 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-05
2,7:00 AM,55 °F,48 °F,77 %,VAR,1 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-05
3,8:00 AM,57 °F,50 °F,77 %,NNE,3 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-05
4,9:00 AM,61 °F,52 °F,72 %,ESE,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-01-05
5,10:00 AM,64 °F,48 °F,56 %,VAR,2 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-05
6,11:00 AM,68 °F,34 °F,28 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-05
7,12:00 PM,68 °F,41 °F,37 %,N,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-05
8,1:00 PM,70 °F,43 °F,38 %,VAR,1 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-01-05
9,2:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.54 in,0.0 in,Mostly Cloudy,2020-01-05
10,3:00 PM,72 °F,45 °F,38 %,VAR,2 mph,0 mph,21.52 in,0.0 in,Cloudy,2020-01-05
11,4:00 PM,72 °F,46 °F,41 %,SSW,3 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
12,5:00 PM,72 °F,45 °F,38 %,VAR,1 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
13,5:22 PM,72 °F,43 °F,35 %,SW,13 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-01-05
14,6:00 PM,70 °F,41 °F,35 %,SSW,14 mph,0 mph,21.50 in,0.0 in,Partly Cloudy,2020-01-05
15,5:00 AM,52 °F,45 °F,76 %,ENE,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-12
16,6:00 AM,52 °F,45 °F,76 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
17,7:00 AM,55 °F,43 °F,63 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
18,8:00 AM,59 °F,45 °F,59 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Fair,2020-01-12
19,9:00 AM,63 °F,46 °F,55 %,VAR,6 mph,0 mph,21.69 in,0.0 in,Fair,2020-01-12
20,10:00 AM,64 °F,45 °F,49 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Fair,2020-01-12
21,11:00 AM,70 °F,48 °F,46 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-12
22,12:00 PM,72 °F,45 °F,38 %,N,8 mph,0 mph,21.63 in,0.0 in,Fair,2020-01-12
23,1:00 PM,75 °F,45 °F,34 %,VAR,6 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-01-12
24,2:00 PM,75 °F,45 °F,34 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-01-12
25,3:00 PM,75 °F,46 °F,36 %,NNE,7 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-01-12
26,3:29 PM,75 °F,43 °F,31 %,NW,12 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-01-12
27,4:00 PM,77 °F,37 °F,24 %,NE,14 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
28,5:00 PM,73 °F,41 °F,31 %,NNE,7 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
29,6:00 PM,73 °F,41 °F,31 %,NNE,9 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-01-12
30,5:00 AM,55 °F,50 °F,82 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-19
31,6:00 AM,55 °F,48 °F,77 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-19
32,7:00 AM,57 °F,48 °F,72 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-01-19
33,8:00 AM,59 °F,50 °F,72 %,VAR,1 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-01-19
34,9:00 AM,61 °F,52 °F,72 %,E,3 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-01-19
35,10:00 AM,63 °F,50 °F,63 %,VAR,3 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-01-19
36,11:00 AM,66 °F,50 °F,56 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-01-19
37,12:00 PM,66 °F,46 °F,49 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-01-19
38,1:00 PM,70 °F,46 °F,43 %,WNW,6 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-19
39,2:00 PM,70 °F,48 °F,46 %,NNW,5 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-01-19
40,3:00 PM,73 °F,46 °F,38 %,VAR,3 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-19
41,4:00 PM,73 °F,45 °F,36 %,NW,6 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-19
42,6:00 PM,72 °F,43 °F,35 %,WNW,7 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-01-19
43,5:00 AM,55 °F,48 °F,77 %,ENE,2 mph,0 mph,21.65 in,0.0 in,Fair,2020-01-26
44,6:00 AM,55 °F,48 °F,77 %,CALM,0 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-26
45,7:00 AM,57 °F,48 °F,72 %,NE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-26
46,8:00 AM,59 °F,50 °F,72 %,NE,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-01-26
47,9:00 AM,63 °F,52 °F,68 %,ENE,7 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-01-26
48,10:00 AM,64 °F,50 °F,59 %,NNE,9 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-01-26
49,11:00 AM,68 °F,50 °F,52 %,NNE,6 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-01-26
50,12:00 PM,68 °F,48 °F,49 %,NE,8 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-01-26
51,1:00 PM,72 °F,50 °F,46 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-01-26
52,2:00 PM,72 °F,48 °F,43 %,N,7 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-01-26
53,3:00 PM,75 °F,48 °F,38 %,NW,8 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-01-26
54,4:00 PM,73 °F,48 °F,41 %,WNW,8 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-01-26
55,5:00 PM,75 °F,46 °F,36 %,NNW,8 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-26
56,6:00 PM,73 °F,46 °F,38 %,NW,7 mph,0 mph,21.56 in,0.0 in,Fair,2020-01-26
57,5:00 AM,57 °F,52 °F,82 %,NE,6 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-02
58,5:40 AM,57 °F,50 °F,77 %,N,6 mph,0 mph,21.67 in,0.0 in,Light Drizzle,2020-02-02
59,6:00 AM,55 °F,50 °F,82 %,N,7 mph,0 mph,21.67 in,0.0 in,Drizzle,2020-02-02
60,7:00 AM,55 °F,52 °F,88 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Light Rain,2020-02-02
61,8:00 AM,57 °F,52 °F,82 %,SSE,5 mph,0 mph,21.71 in,0.0 in,Patches of Fog,2020-02-02
62,9:00 AM,59 °F,52 °F,77 %,VAR,2 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-02-02
63,10:00 AM,64 °F,50 °F,59 %,VAR,3 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-02
64,11:00 AM,68 °F,50 °F,52 %,VAR,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-02
65,12:00 PM,68 °F,48 °F,49 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Partly Cloudy,2020-02-02
66,1:00 PM,72 °F,48 °F,43 %,VAR,6 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-02-02
67,2:00 PM,75 °F,48 °F,38 %,WNW,5 mph,0 mph,21.58 in,0.0 in,Partly Cloudy,2020-02-02
68,3:00 PM,77 °F,48 °F,36 %,VAR,3 mph,0 mph,21.56 in,0.0 in,Partly Cloudy,2020-02-02
69,4:00 PM,77 °F,48 °F,36 %,VAR,5 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-02-02
70,4:18 PM,73 °F,48 °F,41 %,NE,13 mph,24 mph,21.54 in,0.0 in,Mostly Cloudy,2020-02-02
71,4:30 PM,72 °F,48 °F,43 %,NE,9 mph,0 mph,21.54 in,0.0 in,Thunder in the Vicinity,2020-02-02
72,5:00 PM,70 °F,52 °F,53 %,E,8 mph,0 mph,21.54 in,0.0 in,Light Rain with Thunder,2020-02-02
73,6:00 PM,68 °F,50 °F,52 %,W,5 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-02-02
74,5:00 AM,54 °F,54 °F,100 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-02-09
75,6:00 AM,54 °F,54 °F,100 %,NE,3 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2020-02-09
76,6:37 AM,54 °F,54 °F,100 %,ENE,5 mph,0 mph,21.65 in,0.0 in,Fog,2020-02-09
77,7:00 AM,54 °F,52 °F,94 %,NE,5 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2020-02-09
78,8:00 AM,55 °F,52 °F,88 %,NE,3 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2020-02-09
79,9:00 AM,57 °F,52 °F,82 %,VAR,2 mph,0 mph,21.67 in,0.0 in,Patches of Fog,2020-02-09
80,10:00 AM,61 °F,52 °F,72 %,VAR,1 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-09
81,11:00 AM,64 °F,48 °F,56 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-02-09
82,12:00 PM,63 °F,48 °F,59 %,NE,7 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-09
83,1:00 PM,63 °F,48 °F,59 %,NE,5 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-09
84,2:00 PM,64 °F,45 °F,49 %,ESE,3 mph,0 mph,21.60 in,0.0 in,Cloudy,2020-02-09
85,3:00 PM,68 °F,50 °F,52 %,SSE,3 mph,0 mph,21.58 in,0.0 in,Mostly Cloudy,2020-02-09
86,4:00 PM,68 °F,50 °F,52 %,NNE,5 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-02-09
87,5:00 PM,68 °F,48 °F,49 %,NNE,7 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-02-09
88,6:00 PM,66 °F,50 °F,56 %,NE,6 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-02-09
89,5:00 AM,55 °F,54 °F,94 %,CALM,0 mph,0 mph,21.63 in,0.0 in,Light Drizzle,2020-02-16
90,6:00 AM,55 °F,54 °F,94 %,SSE,3 mph,0 mph,21.65 in,0.0 in,Light Rain,2020-02-16
91,7:00 AM,55 °F,54 °F,94 %,NNW,3 mph,0 mph,21.65 in,0.0 in,Patches of Fog,2020-02-16
92,8:00 AM,61 °F,54 °F,77 %,E,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-02-16
93,9:00 AM,64 °F,52 °F,64 %,VAR,5 mph,0 mph,21.67 in,0.0 in,Partly Cloudy,2020-02-16
94,10:00 AM,68 °F,52 °F,56 %,VAR,3 mph,0 mph,21.65 in,0.0 in,Fair,2020-02-16
95,11:00 AM,70 °F,52 °F,53 %,VAR,3 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-02-16
96,12:00 PM,70 °F,50 °F,49 %,NE,7 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-02-16
97,1:00 PM,73 °F,46 °F,38 %,NE,6 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-02-16
98,1:30 PM,70 °F,50 °F,49 %,NE,13 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-02-16
99,2:00 PM,73 °F,50 °F,44 %,VAR,2 mph,0 mph,21.54 in,0.0 in,Partly Cloudy,2020-02-16
100,3:00 PM,73 °F,48 °F,41 %,NNE,6 mph,0 mph,21.52 in,0.0 in,Thunder in the Vicinity,2020-02-16
101,3:18 PM,75 °F,50 °F,41 %,NE,14 mph,0 mph,21.52 in,0.0 in,Thunder,2020-02-16
102,4:00 PM,73 °F,50 °F,44 %,SE,10 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-02-16
103,4:35 PM,66 °F,52 °F,60 %,WNW,8 mph,0 mph,21.52 in,0.0 in,Drizzle,2020-02-16
104,5:00 PM,68 °F,50 °F,52 %,SW,9 mph,0 mph,21.50 in,0.0 in,Mostly Cloudy,2020-02-16
105,6:00 PM,68 °F,50 °F,52 %,SW,6 mph,0 mph,21.52 in,0.0 in,Mostly Cloudy,2020-02-16
106,5:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-23
107,6:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-23
108,7:00 AM,57 °F,54 °F,88 %,ENE,1 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-23
109,8:00 AM,61 °F,54 °F,77 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-02-23
110,9:00 AM,63 °F,54 °F,72 %,ENE,6 mph,0 mph,21.69 in,0.0 in,Partly Cloudy,2020-02-23
111,10:00 AM,63 °F,52 °F,68 %,NNW,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-02-23
112,11:00 AM,64 °F,52 °F,64 %,N,5 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-02-23
113,12:00 PM,66 °F,50 °F,56 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Mostly Cloudy,2020-02-23
114,1:00 PM,68 °F,50 °F,52 %,VAR,6 mph,0 mph,21.63 in,0.0 in,Mostly Cloudy,2020-02-23
115,2:00 PM,72 °F,50 °F,46 %,VAR,6 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-02-23
116,3:00 PM,73 °F,52 °F,47 %,E,8 mph,0 mph,21.56 in,0.0 in,Showers in the Vicinity,2020-02-23
117,4:00 PM,73 °F,50 °F,44 %,NE,7 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-02-23
118,5:00 PM,73 °F,48 °F,41 %,NNE,6 mph,0 mph,21.52 in,0.0 in,Fair,2020-02-23
119,6:00 PM,72 °F,48 °F,43 %,SSE,3 mph,0 mph,21.54 in,0.0 in,Fair,2020-02-23
120,5:00 AM,55 °F,52 °F,88 %,NE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-01
121,6:00 AM,55 °F,54 °F,94 %,ENE,5 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-01
122,7:00 AM,57 °F,54 °F,88 %,CALM,0 mph,0 mph,21.71 in,0.0 in,Mostly Cloudy,2020-03-01
123,8:00 AM,57 °F,54 °F,88 %,NE,5 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-03-01
124,9:00 AM,61 °F,54 °F,77 %,NE,5 mph,0 mph,21.73 in,0.0 in,Mostly Cloudy,2020-03-01
125,10:00 AM,63 °F,52 °F,68 %,VAR,3 mph,0 mph,21.73 in,0.0 in,Showers in the Vicinity,2020-03-01
126,11:00 AM,64 °F,50 °F,59 %,VAR,5 mph,0 mph,21.71 in,0.0 in,Showers in the Vicinity,2020-03-01
127,12:00 PM,66 °F,54 °F,64 %,NE,9 mph,0 mph,21.69 in,0.0 in,Showers in the Vicinity,2020-03-01
128,1:00 PM,68 °F,52 °F,56 %,NE,7 mph,0 mph,21.67 in,0.0 in,Showers in the Vicinity,2020-03-01
129,2:00 PM,70 °F,50 °F,49 %,NE,10 mph,0 mph,21.63 in,0.0 in,Showers in the Vicinity,2020-03-01
130,3:00 PM,73 °F,48 °F,41 %,VAR,3 mph,0 mph,21.60 in,0.0 in,Partly Cloudy,2020-03-01
131,4:00 PM,73 °F,48 °F,41 %,NNE,6 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-01
132,5:00 PM,70 °F,50 °F,49 %,N,7 mph,0 mph,21.56 in,0.0 in,Mostly Cloudy,2020-03-01
133,6:00 PM,68 °F,48 °F,49 %,W,5 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-01
134,5:00 AM,57 °F,52 °F,82 %,WNW,5 mph,0 mph,21.63 in,0.0 in,Light Drizzle,2020-03-08
135,6:00 AM,59 °F,50 °F,72 %,CALM,0 mph,0 mph,21.65 in,0.0 in,Showers in the Vicinity,2020-03-08
136,7:00 AM,57 °F,50 °F,77 %,NE,3 mph,0 mph,21.67 in,0.0 in,Cloudy,2020-03-08
137,8:00 AM,61 °F,50 °F,68 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-08
138,9:00 AM,64 °F,48 °F,56 %,VAR,2 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-08
139,10:00 AM,70 °F,46 °F,43 %,VAR,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-08
140,11:00 AM,72 °F,46 °F,41 %,VAR,5 mph,0 mph,21.65 in,0.0 in,Fair,2020-03-08
141,12:00 PM,73 °F,45 °F,36 %,VAR,2 mph,0 mph,21.63 in,0.0 in,Partly Cloudy,2020-03-08
142,1:00 PM,75 °F,46 °F,36 %,VAR,5 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-08
143,1:23 PM,75 °F,45 °F,34 %,SSW,13 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-08
144,2:00 PM,72 °F,46 °F,41 %,NE,20 mph,0 mph,21.58 in,0.0 in,Showers in the Vicinity,2020-03-08
145,3:00 PM,73 °F,45 °F,36 %,NE,8 mph,0 mph,21.54 in,0.0 in,Showers in the Vicinity,2020-03-08
146,4:00 PM,75 °F,43 °F,31 %,S,6 mph,0 mph,21.52 in,0.0 in,Partly Cloudy,2020-03-08
147,5:00 PM,75 °F,46 °F,36 %,ENE,10 mph,0 mph,21.52 in,0.0 in,Fair,2020-03-08
148,6:00 PM,72 °F,45 °F,38 %,NE,8 mph,0 mph,21.54 in,0.0 in,Fair,2020-03-08
149,5:00 AM,54 °F,48 °F,82 %,ESE,3 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-15
150,6:00 AM,54 °F,50 °F,88 %,VAR,1 mph,0 mph,21.67 in,0.0 in,Mostly Cloudy,2020-03-15
151,7:00 AM,54 °F,50 °F,88 %,CALM,0 mph,0 mph,21.69 in,0.0 in,Mostly Cloudy,2020-03-15
152,8:00 AM,55 °F,52 °F,88 %,ENE,6 mph,0 mph,21.71 in,0.0 in,Fair,2020-03-15
153,9:00 AM,61 °F,52 °F,72 %,ENE,5 mph,0 mph,21.73 in,0.0 in,Fair,2020-03-15
